DATE,PREC,SPEC_HUM,REL_HUM,SURF_PRESS,T2MDEW,T2M_MAX,T2M_MIN,T2M,WS10M,WS50M
11/10/09,0,3.8,34.97,98.41,-0.49,24.1,9.19,15.08,1.01,1.48
11/11/09,0,4.99,42.26,97.96,3.2,24.35,11.97,16.28,1.26,1.93
11/12/09,0.94,6.54,75.13,97.68,7.24,16.27,8.7,11.55,2.19,2.97
11/13/09,0.16,4.84,62.4,97.8,2.81,15.91,6.2,9.85,2.87,4.08
11/14/09,0.01,4.44,61.69,98.34,1.81,15.57,4.18,8.82,1.76,2.35
11/15/09,0,3.12,36.06,98.76,-3.58,20.34,5.58,11.67,1.56,2.2
11/16/09,0,2.2,21.97,98.67,-7.64,22.87,7.8,13.89,2.01,3.01
11/17/09,0,2.77,25.42,98.14,-5.02,24.71,8.62,15.1,1.45,2.29
11/18/09,0,5.12,68.38,98.26,3.59,15.43,5.9,9.39,2.78,4.28
11/19/09,0,3.07,36.37,98.34,-3.36,21.03,3.47,11.21,1.21,1.87
11/20/09,0.14,3.61,39.05,98.14,-1.84,20.87,7.35,12.54,2.69,4.12
11/21/09,0.31,5.1,67.12,98.3,3.59,15.49,5.79,9.6,3.08,4.22
11/22/09,0.02,4.56,64.3,98.45,2.2,15.17,3.45,8.61,1.69,2.34
11/23/09,0,4.97,58.79,98.6,3.03,19.65,5.44,11.26,1.27,1.86
11/24/09,0,2.78,28.27,98.64,-4.79,22.18,7.81,13.57,1.67,2.53
11/25/09,0,3.15,28.45,98.46,-2.91,24.33,9.47,15.41,1.66,2.51
11/26/09,0,2.92,25.27,98.35,-4.07,25.85,9.24,16.03,2,3.11
11/27/09,1.97,4.42,47.08,98,0.73,17.08,8.08,12.74,2.53,3.61
11/28/09,3.11,5,69.07,97.69,3.26,13.44,6.53,8.79,3.21,4.63
11/29/09,0,3.16,38.95,98.24,-2.85,19.27,4.6,10.58,1.41,1.92
11/30/09,0,2.82,29.89,98.39,-4.35,22.84,7.3,12.88,1.91,2.91
12/1/09,0,3.1,36.26,98.04,-3.14,18.02,7.52,11.37,0.97,1.25
12/2/09,0,3.92,50.23,97.98,0.03,17.1,6.01,9.96,1.5,1.98
12/3/09,0,3.72,49.36,98.31,-0.86,17.14,4.07,9.5,0.86,1.26
12/4/09,0,2.16,26.63,98.56,-7.95,18.59,5.1,10.62,2.17,3.38
12/5/09,0,4.14,56.67,97.81,0.54,15.14,4.48,8.96,1.57,2.23
12/6/09,0.14,4.13,64.25,97.62,0.62,12.85,1.39,7.05,1.46,2.11
12/7/09,11.24,4.79,84.44,97.05,2.6,9.19,-1.2,5.16,4.68,6.62
12/8/09,0.07,2.68,63.88,98.26,-4.94,6.59,-2.62,1.07,1.62,2.35
12/9/09,0,2.18,45.94,98.5,-7.36,9.3,-1.77,2.83,1.46,2.08
12/10/09,9.75,3.4,54.91,98.23,-2.54,12.73,1.44,6.6,2.07,3.2
12/11/09,7.56,6.1,82.81,98.04,6.22,13.61,5.95,9.1,3.51,5.62
12/12/09,20.66,7.19,83.24,97.69,8.63,17.11,7.98,11.42,4.47,7.2
12/13/09,6.29,6.19,84.99,98,6.5,12.81,6.11,8.92,2.09,3.09
12/14/09,0.13,5.3,74.56,98.63,4.27,14.29,5.93,8.68,1.18,1.63
12/15/09,0,4.12,48.14,98.82,0.82,18.04,6.13,11.49,1.75,2.55
12/16/09,0,4.27,49.05,98.88,1.28,17.98,8.18,11.74,1.13,1.63
12/17/09,0,5.48,72.1,98.76,4.77,15.67,6.43,9.68,1.29,1.84
12/18/09,0,5.22,72.86,98.62,4.06,14.66,6.11,8.79,1.31,1.69
12/19/09,0,4.67,48.49,98.4,2.48,21.91,6.77,13.21,1.52,2.4
12/20/09,0,4.66,48.46,98.37,2.43,19.17,10.12,13.16,1.95,3.01
12/21/09,2.53,5.24,59.24,98.11,3.91,17.26,9.32,11.86,1.26,1.96
12/22/09,6.84,4.38,74.74,97.95,1.25,9.07,0.82,5.74,6.1,8.7
12/23/09,0,3.07,58.23,98.58,-3.15,11.15,-0.98,4.33,1.4,2.12
12/24/09,0,2.97,42.32,98.53,-3.67,16.5,3.54,8.48,1.22,1.95
12/25/09,0,2.91,39.39,98.28,-3.94,17.74,4.02,9.21,1.9,2.87
12/26/09,0.37,3.27,49.05,98.3,-2.45,13.86,4.64,7.68,2.72,4.46
12/27/09,0.09,3.6,52.75,98.6,-1.17,14.3,3.48,8.1,1.92,3.11
12/28/09,0.13,3.81,51.34,98.39,-0.44,15.76,5.07,9.28,1.53,2.46
12/29/09,0.33,4.89,72.6,98.54,3.15,13.24,4.18,7.87,1.1,1.49
12/30/09,8.19,5.1,82.37,98.86,3.81,10.98,3.98,6.68,1.66,2.36
12/31/09,0,4.23,56.32,99.21,1.2,17.18,4.03,9.57,1.69,2.38
1/1/10,0,4.32,54.2,99.04,1.41,15.8,6.34,10.43,1.44,2.15
1/2/10,0,5.14,65.47,98.76,3.91,17.41,6.29,10.17,1.46,2.2
1/3/10,0,3.77,41.56,98.57,-0.63,20.91,7.57,12.31,1.09,1.73
1/4/10,0,3.46,35.93,98.54,-1.7,21.95,9.18,13.22,1.65,2.57
1/5/10,0,3.96,45.09,98.56,0.11,18.92,6.82,11.83,1.18,1.66
1/6/10,0,4.54,55.54,98.47,2.1,18.17,6.43,10.72,0.92,1.28
1/7/10,0.01,5.17,66.47,98.38,3.98,17.06,5,9.97,0.97,1.39
1/8/10,0,5.16,50.98,98.54,3.93,22.09,9.67,13.99,2.05,3.25
1/9/10,0,4.63,45.65,98.67,2.25,21.57,8.95,14.04,2.47,4.12
1/10/10,0,5.22,53.5,98.62,4.14,20.35,8.3,13.44,1.22,1.7
1/11/10,0,4.72,44.57,98.54,2.67,24.28,8.47,14.69,3.33,5.58
1/12/10,0.58,4.87,47.17,98.42,2.94,21.97,8.88,14.28,2.08,3.53
1/13/10,11.74,6.5,80.77,98.62,7.27,14.68,6.82,10.5,3.13,4.71
1/14/10,0.01,5.17,69.51,98.95,3.86,15.77,5.28,9.38,1.86,2.86
1/15/10,0,3.51,37.89,98.58,-1.54,20.59,8.13,12.67,2.72,4.38
1/16/10,0.01,4.1,43.49,98.05,0.58,20.15,8.88,12.85,1.52,2.24
1/17/10,7.95,5.16,63.9,97.93,3.65,15.71,7.33,10.46,1.44,2.36
1/18/10,17.72,6.58,84.5,97.15,7.2,14.6,6.08,9.79,5.19,8.13
1/19/10,13.47,5.46,83.68,96.87,4.46,10.17,5.15,7.14,4.12,6.62
1/20/10,14.57,5.77,85.99,96.39,5.26,12.19,4.17,7.49,5.69,8.66
1/21/10,19.4,4.91,83.51,95.18,2.62,9.11,2.47,5.4,5.52,9.09
1/22/10,6.13,5.04,90.31,96.38,3.36,7.88,2.68,4.83,2.58,4.07
1/23/10,0.24,4.81,84.02,98.12,2.91,10.7,2.45,5.44,1.42,1.99
1/24/10,0,4.3,66.81,98.67,1.35,13.56,1.99,7.24,1.5,2.16
1/25/10,0.07,4.47,58.87,98.21,1.83,15.67,4.09,9.59,1.77,2.61
1/26/10,1.26,4.92,61.26,97.79,3.12,16.24,7.08,10.36,1.64,2.55
1/27/10,0.04,5.88,88.16,98.09,5.63,12.08,4.02,7.63,1.73,2.4
1/28/10,0,4.96,64.17,98.28,3.23,17.38,4.94,9.86,1.36,2.02
1/29/10,0.01,4.88,56.33,98.17,3,18.45,7.97,11.54,1.27,1.92
1/30/10,0.05,5.78,78.38,98.16,5.48,14.27,6.59,9.14,1.18,1.6
1/31/10,0,5.1,69.99,98.08,3.67,15.43,3.87,8.95,1.18,1.66
2/1/10,0,4.81,60.71,97.93,2.84,16.97,5.29,10.17,1.28,1.9
2/2/10,0,4.9,59.18,97.65,3.04,16.92,7.51,10.81,1.62,2.56
2/3/10,0,5.42,68.59,97.57,4.44,16.69,5.24,10.07,1.52,1.97
2/4/10,0.57,5.7,72.59,97.74,5.23,15.57,5.65,10,1.79,2.91
2/5/10,9.7,6.67,79.67,97.87,7.55,16.08,7.56,10.98,4.92,7.79
2/6/10,15.55,6.6,87.68,97.72,7.39,12.53,5.73,9.36,2.29,3.5
2/7/10,4,5.57,92.37,97.99,5,9.53,3.74,6.16,2.76,4.13
2/8/10,0.16,5.76,86.62,98.15,5.5,11.91,4.36,7.6,1.63,2.33
2/9/10,7.25,5.36,84.69,97.88,4.38,10.57,3.29,6.85,2.25,3.35
2/10/10,0.02,5,84.92,98.34,3.46,11.1,2.01,5.86,1.58,2.12
2/11/10,0,5.25,81.83,98.64,4.22,11.7,3.48,7.17,1.19,1.61
2/12/10,0,5.74,79.2,98.78,5.44,15.63,3.75,8.97,1.52,2.08
2/13/10,0,6.16,75.71,98.6,6.36,17.25,4.85,10.67,1.16,1.56
2/14/10,0,6.06,72.21,98.53,6.08,18.8,5.16,11.11,1.37,1.91
2/15/10,0,6.25,75.52,98.39,6.49,17.63,6.33,10.89,1.15,1.53
2/16/10,0,6.12,65.53,98.28,6.23,20.28,6.77,12.7,1.04,1.42
2/17/10,0,6.07,55.45,98.06,6.14,23.06,9.02,15.12,1.32,1.89
2/18/10,0,6.66,64.31,97.8,7.38,21.2,9.81,14.22,1.41,2.05
2/19/10,0.75,6.86,76.52,97.67,7.95,16.92,8.54,11.98,1.96,3.03
2/20/10,3.26,6.57,82.94,97.75,7.35,13.61,7.61,10.13,2.12,3.03
2/21/10,8.75,6.4,88.01,98.07,7,12.7,5.97,8.92,1.8,2.59
2/22/10,1.67,5.31,76.18,98.46,4.23,14.11,5.21,8.36,2.43,3.66
2/23/10,1.59,3.75,50.71,98.84,-0.64,14.22,4.82,9.29,1.86,2.89
2/24/10,15.17,6.51,86.28,98.54,7.13,14.03,6.75,9.54,2.2,3.53
2/25/10,0.1,6.36,80.39,98.7,6.91,16.04,6.81,10.25,1.42,2.01
2/26/10,4.24,6.13,65.73,98.02,6.14,19.62,7.7,12.64,4.12,7.35
2/27/10,19.18,6.7,88.05,97.14,7.53,12.43,6.77,9.45,2.8,4.38
2/28/10,0.01,6.23,81.17,97.95,6.54,16.07,5.37,9.7,1.41,1.87
3/1/10,0.01,6.35,66.46,98.22,6.72,20.6,7.12,13.04,1.82,2.93
3/2/10,1.55,6.95,79.79,98.11,8.17,16.83,7.09,11.62,1.93,2.69
3/3/10,8.9,6.05,79.66,98.05,6.11,15.55,5.98,9.54,2.22,3.35
3/4/10,2.04,4.98,83.63,98.25,3.44,10.14,3.12,6.03,2.46,3.35
3/5/10,0,4.94,68.91,98.01,3.14,15.4,2.26,8.71,1.11,1.82
3/6/10,0.51,5.96,76.39,97.48,5.8,14.33,7.12,9.87,0.85,1.55
3/7/10,0.26,6.51,81.23,97.62,7.16,16.05,6.17,10.3,2.74,4.34
3/8/10,1.78,6.29,86.89,98.32,6.77,12.66,3.74,8.88,2.94,4.28
3/9/10,1.07,4.62,78.05,98.39,2.41,11.15,2.11,5.97,4.43,6.55
3/10/10,0.62,4.47,81.32,98.4,1.93,10.08,1.8,4.89,2.89,4.05
3/11/10,0,4.15,61.47,98.7,0.83,14.67,0.49,7.92,1.16,1.51
3/12/10,2.22,5.34,60.62,98.42,4.05,18.95,5.13,11.85,1.46,2.04
3/13/10,3.87,5.21,74.66,98.36,3.87,12.83,3.6,8.36,4.06,5.66
3/14/10,0,4.64,65.65,98.58,2.27,16.36,1.35,8.57,1.16,1.53
3/15/10,0,4.89,46.32,98.79,2.92,23.88,6.42,14.68,1.76,2.64
3/16/10,0,5.96,47.09,98.84,5.78,26.18,10.79,17.53,2.31,3.68
3/17/10,0,6.64,52.3,98.39,7.39,25.6,12.02,17.49,1.67,2.59
3/18/10,0,8.05,74.37,97.95,10.26,21.46,9.33,14.9,1.84,2.49
3/19/10,0.03,5.92,53.81,98.23,5.65,23.38,7.64,15.23,1.77,2.47
3/20/10,0,5.22,43.84,98.58,3.92,25.26,9.41,16.52,2.08,3.14
3/21/10,0,5.58,48.57,98.57,4.92,22.45,10.83,15.96,1.44,2.04
3/22/10,0,6.55,67.88,98.17,7.18,20.01,7.4,13.18,1.95,2.71
3/23/10,0,6.63,62.38,98.16,7.4,22.61,6.69,14.66,1.79,2.52
3/24/10,0,5.94,53.9,98.26,5.72,24.83,8.22,15.25,1.92,2.81
3/25/10,0,6.17,76.58,98.46,6.47,16.09,7.03,10.49,2.3,3.45
3/26/10,0,5.64,71.49,98.67,5.26,16.96,4.31,10.23,3.19,4.64
3/27/10,0,4.78,44.46,98.74,2.69,24.29,5.99,14.94,1.48,2.11
3/28/10,0,4.38,36.25,98.7,1.3,26.31,7.86,16.76,2.47,3.87
3/29/10,0,5.4,46.07,98.11,4.2,23.23,10.16,16.19,1.53,2.07
3/30/10,0.18,7.14,72.88,97.83,8.52,19.29,9.12,13.37,2.97,4.15
3/31/10,2.25,5.13,69.49,97.7,3.65,12.8,4.73,9.1,2.22,3.14
4/1/10,0.01,4.84,66.16,98.1,2.98,15.37,3.66,9.02,2.75,3.84
4/2/10,0.07,5.3,66.79,98.4,4.26,16.75,4.05,10.26,1.85,2.55
4/3/10,0.03,5.26,63.69,98.03,3.87,15.78,6.29,10.82,2.45,3.31
4/4/10,2.27,4.6,59.35,97.76,1.94,16.48,3.88,9.83,2.54,3.64
4/5/10,10.94,5.43,76.29,98.08,4.59,12.88,5.48,8.61,3.35,4.97
4/6/10,0,4.5,59.37,98.86,1.98,17,2.98,9.65,2.76,3.79
4/7/10,0,4.92,46.23,98.62,3.11,24.31,5.08,14.78,1.37,2.03
4/8/10,0,5.83,49,98.04,5.47,23.31,9.68,16.4,1.74,2.21
4/9/10,0,6.55,59.82,97.58,7.18,24.03,6.9,15.04,1.78,2.53
4/10/10,0,6.12,60.97,97.82,6.26,21.38,8.07,13.73,2.28,3.2
4/11/10,11.86,6.2,65.73,97.76,6.46,19,8.24,12.78,4.45,6.23
4/12/10,9.19,5.94,76.77,97.83,5.89,14.21,6.43,9.8,3.35,4.9
4/13/10,0.19,5.9,67.86,98.11,5.8,18.05,6.27,11.58,2.33,3.02
4/14/10,0,5.86,60.57,98.1,5.68,20.78,6.12,13.22,2.06,2.73
4/15/10,0,6.36,57.52,98.09,6.75,25.03,7.1,15.27,1.72,2.73
4/16/10,0,6.9,66.41,98.27,8.11,22.08,7.41,14.33,2.76,3.85
4/17/10,0,7.14,61.53,98.01,8.51,24.4,7.89,16.01,2.28,3.05
4/18/10,0,7.51,56.45,97.7,9.13,27.7,9.67,18.12,1.99,2.92
4/19/10,0,7.66,60.24,97.81,9.6,25.72,10.65,17.41,2.4,3.25
4/20/10,15.68,6.55,74.79,97.73,7.25,15.08,6.47,11.65,3.99,5.37
4/21/10,7.27,5.43,82.6,97.4,4.56,11.74,4.59,7.34,4.21,5.59
4/22/10,1.72,5.51,77.03,97.5,4.76,14.54,3.43,8.59,1.58,2.12
4/23/10,0,6.15,62.37,98.09,6.32,21.36,5.94,13.51,1.98,2.53
4/24/10,0,7.55,64.59,98.41,9.41,23.77,9.24,16.19,2.25,2.97
4/25/10,0,7.48,57.75,98.21,9.22,26.32,9.01,17.76,2.02,2.67
4/26/10,0,7.53,50.48,97.84,9.23,28.78,12.18,19.97,1.84,2.54
4/27/10,1.41,7.06,58.48,97.85,7.87,23.9,10.69,16.6,2.73,3.94
4/28/10,1.26,6.19,66.64,97.99,6.34,17.93,7.97,12.58,4.84,6.27
4/29/10,2.29,4.96,66.21,98.15,3.32,14.64,4.58,9.37,5.17,7.34
4/30/10,0,5.02,57.18,98.11,3.45,19.47,4.23,11.75,3.54,5.14
5/1/10,0,5.85,55.19,97.91,5.51,22.92,6.23,14.59,2.82,4.06
5/2/10,0,6.64,56.39,98.06,7.45,24.01,8.64,16.26,2.11,2.89
5/3/10,0,5.68,37.83,98.54,4.94,29.55,11.9,20.22,2.49,3.61
5/4/10,0,7.23,53.33,98.29,8.78,26.4,11.62,18.52,2.53,3.61
5/5/10,0,5.94,48.84,98.02,5.86,24.68,10.02,16.75,3.6,5.19
5/6/10,0,4.71,43.06,98.14,2.48,23.65,7.69,15.13,3.07,4.34
5/7/10,0,5.17,39.97,98.13,3.71,26.86,8.84,17.76,2.13,2.99
5/8/10,0,5.87,48.39,98.05,5.65,24.84,9.22,16.73,2.87,4.08
5/9/10,1.72,6.43,69.55,98.15,7.09,18.7,8.81,12.53,3.7,5.31
5/10/10,1.47,6.15,65.2,98.4,6.46,20.27,6.82,12.86,3.6,4.82
5/11/10,0.28,5.23,60.58,98.42,4.15,17.96,6.54,11.53,4.31,5.93
5/12/10,0,5.8,49.53,98.15,5.49,24.38,7.08,16.19,2.24,2.98
5/13/10,0,6.45,45.33,97.82,6.96,27.57,10.84,19.22,2.1,2.9
5/14/10,0,7.11,45.8,97.93,8.45,29.14,12.12,20.63,1.89,2.5
5/15/10,0,7.3,44.6,97.93,8.85,31.28,12.81,21.5,1.89,2.6
5/16/10,0,7.62,46.2,97.67,9.45,30.91,13.99,21.58,2.33,3.12
5/17/10,2.72,7.39,68.68,97.94,9.1,17.55,12.62,14.82,1.27,1.77
5/18/10,0.37,7.75,63.81,98.19,9.85,22.92,11.92,16.74,2.12,2.86
5/19/10,0,7.62,53.06,98.27,9.6,28.19,11.34,19.43,3.53,5.12
5/20/10,0,6.47,49.49,98.13,6.78,25.91,12.02,17.9,4.53,6.44
5/21/10,0,4.93,44.59,97.94,3.16,22.67,8.34,15.27,5.09,6.75
5/22/10,0.03,4.39,46.62,97.94,1.46,19.45,7.3,12.8,5.08,6.8
5/23/10,0.66,4.49,49.54,97.79,1.74,20.25,7.01,12.18,4.95,6.85
5/24/10,0,5.12,51.05,98.21,3.78,21.04,7.01,13.79,2.34,3.22
5/25/10,0.04,5.88,49.72,97.98,5.61,24.6,7.41,16.3,2.35,3.17
5/26/10,0.06,6.65,55.08,97.88,7.45,23.28,11.71,16.62,2,2.71
5/27/10,0.32,6.17,54.14,97.99,6.38,22.55,10.59,15.73,2.92,3.78
5/28/10,0.2,5.56,50.95,98.31,4.78,21.92,9.71,15.1,5.26,7.03
5/29/10,0,4.89,36.44,98.19,2.99,27.78,8.17,18.34,2.37,3.2
5/30/10,0,5.34,29.79,97.83,4.09,33.59,12.11,23,1.86,2.47
5/31/10,0,6.3,36.54,97.83,6.6,30.61,14.18,22.35,2.37,3.27
6/1/10,0,8.61,54.67,97.96,11.39,27.52,14.75,20.86,3.5,4.92
6/2/10,0,8.56,50.05,97.98,11.29,31.12,13.54,22.22,3.52,5.12
6/3/10,0,10.16,52.96,97.85,13.89,32.24,15.51,24.08,3.66,5.26
6/4/10,0,10.19,48.86,97.9,13.93,33.64,17.15,25.49,4.87,6.68
6/5/10,0,10.13,45.97,97.98,13.83,35.55,17.63,26.44,3.42,4.93
6/6/10,0,9.91,44.37,97.98,13.51,35.65,18.47,26.66,3.46,5.02
6/7/10,0,8.56,45.42,97.94,11.22,32.26,16.55,23.81,2.86,3.82
6/8/10,0,7.19,37.87,97.92,8.54,32.85,16.3,23.95,3.36,4.73
6/9/10,0,7.32,41.11,98.03,8.83,31.84,15.95,22.9,4.94,6.64
6/10/10,0,5.97,44.42,97.96,5.89,25.66,11.79,18.33,5.18,6.9
6/11/10,0.62,5.77,39.88,97.66,5.36,27.72,10.82,19.48,3.48,4.86
6/12/10,0.14,5.5,31.02,97.79,4.68,31.22,13.7,22.8,1.92,2.62
6/13/10,0,6.12,30.33,98.13,6.31,34.11,15.84,25.02,1.93,2.54
6/14/10,0,6.2,27.9,97.92,6.38,36.45,16.72,26.59,2.16,3.03
6/15/10,0,5.44,28.37,97.58,4.37,34.54,15.07,24.08,2.72,3.68
6/16/10,0,5.21,34.61,97.85,3.83,29.07,11.13,20.15,2.7,3.57
6/17/10,0,3.8,20.77,97.81,-0.66,32.4,13.63,23.33,2.03,2.59
6/18/10,0,4.7,27.86,97.84,2.43,31.82,12.72,22,3.2,4.38
6/19/10,0,5.28,36.25,98.21,4.12,29.06,11,19.68,3.23,4.64
6/20/10,0,5.04,33.76,98.07,3.41,29.38,11.2,20.03,2.63,3.64
6/21/10,0,5.94,35.62,97.9,5.8,31.11,11.96,21.81,2.94,4.19
6/22/10,0,6.5,32.52,98.03,7.18,35.05,14.01,24.84,2.41,3.37
6/23/10,0,6.05,28.51,97.91,6.09,35.13,16.61,25.82,2.46,3.43
6/24/10,0,5.72,28.02,97.89,5.29,34.43,16.01,25.16,2.82,3.95
6/25/10,0,6.99,34.23,97.78,8.25,33.51,17.13,25.13,3.13,4.31
6/26/10,0,8.26,39.32,97.73,10.74,35.23,15.87,25.61,3.03,4.09
6/27/10,0,8.05,30.33,97.39,10.24,40.37,18.76,29.54,2.63,3.7
6/28/10,0.01,7.97,28.07,97.28,10.05,41.57,21.35,30.7,2.95,3.91
6/29/10,0.06,7.6,30.66,97.49,9.35,38.4,18.88,28.4,3.49,4.78
6/30/10,0,5.43,23.15,97.63,4.3,37.15,19.08,27.47,3.34,4.93
7/1/10,0,4.47,22.51,97.64,1.69,34.27,15.94,24.69,2.42,3.46
7/2/10,0,5.62,27.97,97.38,4.98,34.19,15.66,24.8,2.94,4.23
7/3/10,0,6.1,29.54,97.4,6.14,34.15,16.48,25.28,2.89,4.15
7/4/10,0,5.81,25.84,97.67,5.31,36.88,16.92,26.78,2.87,3.82
7/5/10,0,7.01,31.3,97.72,8.18,37.03,17.05,26.69,2.61,3.42
7/6/10,0,7.51,35.77,97.61,9.28,35.43,16.95,25.58,3.37,4.12
7/7/10,0,7.31,34.56,97.63,8.82,35.85,16.46,25.7,2.92,3.62
7/8/10,0,7.23,32.32,97.7,8.63,37.55,16.71,26.66,3.02,3.67
7/9/10,0,6.72,27.76,97.72,7.55,38.82,17.21,28.04,2.42,3.18
7/10/10,0.05,6.8,26.32,97.7,7.8,39.96,19.59,29.14,2.48,3.3
7/11/10,0.22,8.37,32.42,97.68,10.92,39.13,20.03,29.13,2.98,3.85
7/12/10,0,7.11,29.74,97.8,8.41,37.7,19.85,27.83,3.13,3.81
7/13/10,0,6.67,29.02,97.83,7.55,36.98,18.88,27.17,2.86,3.67
7/14/10,0,6.64,26.11,97.87,7.54,38.41,18.52,28.91,2.46,3.25
7/15/10,0,7.07,23,97.87,8.45,41.82,22.68,32.22,2.5,3.38
7/16/10,0.25,8.43,25.61,97.85,11.07,42.18,24.84,33.43,3.67,5.08
7/17/10,0,7.88,24.47,97.89,10.05,42.12,24.6,33.03,3.21,4.61
7/18/10,0,6.09,20.06,97.74,6.23,41.97,22.78,32,2.91,4.23
7/19/10,0,4.55,15.92,97.64,1.96,41.75,22.29,30.91,3.15,4.2
7/20/10,0,5.34,21.98,97.55,4.23,39.08,19.5,28.06,2.56,3.11
7/21/10,0,5.5,24.62,97.56,4.51,37.3,17.25,26.64,2.39,3.04
7/22/10,0,5.75,25.57,97.68,5.24,37.55,17.15,26.76,1.97,2.61
7/23/10,0,5.77,23.64,97.75,5.37,39.13,18.15,28.2,1.92,2.5
7/24/10,0,6.19,23.85,97.7,6.46,40.11,19.28,29.23,2.61,3.51
7/25/10,0.1,6.74,27.85,97.67,7.69,38.4,19.45,28,2.91,3.71
7/26/10,0,6.23,28.06,97.6,6.51,36.95,18.24,26.54,2.91,3.54
7/27/10,0,5.82,28.23,97.73,5.41,37,16.04,25.32,2.81,3.41
7/28/10,0,6.11,30.12,97.96,6.19,36.38,14.83,25.08,2.45,3.1
7/29/10,0,5.77,26.27,98.02,5.42,37.24,16.14,26.43,2.45,3.33
7/30/10,0,5.56,24.24,97.83,4.84,37.33,17.54,27.14,2.36,3.33
7/31/10,0,5.87,25.48,97.77,5.61,37.72,18.46,27.21,2.89,3.86
8/1/10,0,4.98,21.93,97.79,3.02,37.6,17.78,26.96,2.39,3.2
8/2/10,0,4.07,17.76,97.9,0.34,37.53,17.33,27.15,2.17,2.95
8/3/10,0,4.44,18.27,97.9,1.54,39.06,18.31,28.15,2.37,3.25
8/4/10,0,5.21,22.04,97.78,3.81,38.23,18.19,27.64,2.23,2.99
8/5/10,0,5.57,25.56,97.58,4.75,36.39,17.12,26.21,2.13,2.86
8/6/10,0,5.62,26.35,97.53,4.91,36.25,16.69,25.86,2.46,3.37
8/7/10,0,5.78,27.42,97.51,5.34,36.07,16.88,25.63,2.4,3.1
8/8/10,0,6.45,32.77,97.7,6.93,34.27,16.5,24.52,2.62,3.28
8/9/10,0,6.26,30.51,97.71,6.33,35.36,16.47,25.22,2.11,2.81
8/10/10,0,6.09,29.05,97.7,6.13,35.56,16.55,25.58,2.52,3.36
8/11/10,0,6.66,33.22,97.81,7.44,33.84,16.91,24.83,2.55,3.56
8/12/10,0,6.89,33.86,97.68,7.93,34.52,16.43,25.07,2.42,3.47
8/13/10,0,6.73,30.91,97.54,7.59,36.7,17.04,26.19,2.95,3.94
8/14/10,0,6.91,33.64,97.69,8,35.08,16.46,25.22,2.28,3.06
8/15/10,0,6.39,30.61,97.8,6.83,35.56,16.36,25.53,2.16,3.02
8/16/10,0,5.53,23.32,97.71,4.72,38.08,17.91,27.69,1.9,2.46
8/17/10,0,4.96,18.05,97.72,3.31,40.58,20.4,30.24,2.08,2.9
8/18/10,0,5.07,19.07,97.81,3.61,39.08,21.8,29.67,2.47,3.52
8/19/10,0,4.97,20.05,97.62,3.24,38.06,20.08,28.45,2.24,3.01
8/20/10,0,4.52,18.95,97.42,1.8,38.13,18.41,27.76,1.9,2.64
8/21/10,0,5.98,23.87,97.6,5.84,38.28,20.24,28.6,2.01,2.64
8/22/10,0,5.15,24.55,97.95,3.73,34.49,18.23,25.66,2.83,3.98
8/23/10,0,3.66,14.69,97.85,-0.96,40.25,16.78,28.56,1.93,2.64
8/24/10,0,4.28,13.04,97.59,1.09,45.15,22.21,33.36,1.32,2.14
8/25/10,0.34,5.45,15.41,97.6,4.7,46.02,26.23,34.72,2.35,3.1
8/26/10,0,5.46,17.6,97.69,4.66,42.11,25.49,32.37,1.87,2.6
8/27/10,0,4.69,19.18,97.42,2.34,38.15,19.03,28.15,2.6,3.59
8/28/10,0,5.5,34.46,97.42,4.57,28.71,13.33,21.01,3.55,4.71
8/29/10,0,5.46,36.83,97.52,4.42,27.03,13.66,19.83,3.36,4.74
8/30/10,0,5.66,36.5,97.82,5.01,28.69,12.95,20.62,2.81,4.04
8/31/10,0,5.97,34.58,97.99,5.72,31.69,13.88,22.39,2.35,3.09
9/1/10,0,4.59,20.58,97.74,2.17,37.78,16.2,26.64,1.81,2.49
9/2/10,0,4.32,16.32,97.66,1.24,41.51,19.8,29.6,2.16,3.1
9/3/10,0,4.85,18.5,97.9,2.79,40.45,19.87,29.45,1.83,2.39
9/4/10,0,4.54,17.76,97.77,2.01,38.99,20.13,29.01,1.65,2.15
9/5/10,0,4.29,19.13,97.39,1.16,36.29,18.23,26.68,2.1,3.03
9/6/10,0,4.46,19.56,97.29,1.61,38.09,17.2,26.95,2.24,3.13
9/7/10,0,5.99,30.22,97.47,5.81,34.64,17.15,24.61,2.69,3.56
9/8/10,0.03,7.96,53.47,97.59,10.13,26.25,13.89,19.89,3,3.76
9/9/10,0,6.14,44.73,97.88,6.22,25.82,12.16,18.65,2.65,3.49
9/10/10,0,5.15,30.67,97.97,3.75,31.9,12.79,21.95,2.08,2.84
9/11/10,0,4.19,20.74,97.9,0.7,36.61,15.04,25.01,1.86,2.81
9/12/10,0,5.1,26.31,97.95,3.31,35.65,15.77,24.32,2.1,2.88
9/13/10,0,5.08,27.14,97.91,3.33,35.08,14.62,23.72,1.81,2.54
9/14/10,0,4.24,23.56,97.94,0.74,33.35,14.18,23.09,1.69,2.29
9/15/10,0,4.34,24.35,97.97,1.43,32.25,14.63,22.93,2.18,2.92
9/16/10,0,5.55,30.53,97.83,4.65,33.01,14.17,23.24,2.2,2.94
9/17/10,0,7.25,38.82,97.7,8.55,32.68,15.41,23.64,2.02,2.84
